Date,Close,High,Low,Open,Volume
,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
2023-07-25,22.214401245117188,22.250230377827275,21.641126920992974,21.856104450841105,56261000
2023-07-26,22.214401245117188,22.372051342552897,21.949261015963614,22.1785721124071,45880200
2023-07-27,21.060684204101562,22.135574539665132,21.053518104515888,22.106911508116184,86471900
2023-07-28,21.325824737548828,21.4619778981063,21.01052318507659,21.08934891489309,43608600
2023-07-31,22.29322624206543,22.321889273929514,21.712784470387938,21.712784470387938,91290800
2023-08-01,21.927762985229492,22.278893662025247,21.461977449349156,22.278893662025247,75752400
2023-08-02,21.877601623535156,21.91343075439953,21.354487292076627,21.863269424471913,62068400
2023-08-03,22.157075881958008,22.307559893546667,21.942098332033087,22.16424198252803,57304400
2023-08-04,21.4978084564209,22.31472474039086,21.31149395244999,21.99942453378826,120685800
2023-08-07,21.633962631225586,21.856106279561455,21.397486781888972,21.397486781888972,44984900
2023-08-08,21.655458450317383,21.777279418960074,21.297161644520507,21.433314813425596,34771300
2023-08-09,21.82744026184082,22.0137547606773,21.61246272991847,21.648291862974258,48561500
2023-08-10,21.94925880432129,22.114076351844297,21.58379731376271,21.712782998598502,54020200
2023-08-11,21.899097442626953,22.24306336869897,21.61246030989499,21.934927938464487,39403200
2023-08-14,21.956424713134766,22.028084337506908,21.691285879789596,21.841769860856804,27992700
2023-08-15,22.114076614379883,23.03848291750299,22.1069105151161,22.966821924865137,87366200
2023-08-16,22.60135841369629,22.916658552412777,22.128405472034444,22.21439728873484,74461000
2023-08-17,22.529701232910156,23.067145019985915,22.43654330750164,22.75184484714063,57570600
2023-08-18,22.587026596069336,22.701681442401174,22.34338470591579,22.508200876668607,45579700
2023-08-21,22.429378509521484,22.952491494943196,22.19290268276963,22.716017034985125,42236900
2023-08-22,22.771060943603516,22.771060943603516,22.495813916770103,22.689230477997384,31372200
2023-08-23,23.983633041381836,23.983633041381836,23.12813635534629,23.209966818610873,95507400
2023-08-24,23.946435928344727,24.340709730779952,23.686068845613477,24.005950025990938,49332300
2023-08-25,23.782772064208984,24.15472801195825,23.65630746764241,24.087776083252777,34079000
2023-08-28,24.050582885742188,24.05802072821461,23.700944695989207,23.879481293207885,24956100
2023-08-29,24.1026611328125,24.17705092361587,23.797657031162583,24.1026611328125,40607500
2023-08-30,24.266313552856445,24.325827641781753,24.028262872731112,24.110093326109435,34637900
2023-08-31,23.76045799255371,24.3927810363818,23.715822423181802,24.33326694388592,48971500
2023-09-01,24.273754119873047,24.318386848571315,23.77533355970153,23.96131083004548,50089200
2023-09-04,24.02082633972168,24.340707490659888,23.96131224755266,24.31095044457538,21667400
2023-09-05,24.824249267578125,24.913520414994913,23.968755388246887,24.00595028077635,75082900
2023-09-06,24.935834884643555,25.14412853718232,24.712662708667995,24.80936885432489,57856500
2023-09-08,24.84656524658203,25.047418207714674,24.742415588121364,24.906076499342955,39074100
2023-09-11,24.824249267578125,25.062299985112766,24.794495056227593,24.89864189042545,30276200
2023-09-12,24.943275451660156,25.12925275824942,24.913521239325124,24.958153976721913,31963000
2023-09-13,24.571317672729492,25.069738265822565,24.571317672729492,25.032543376854576,47685700
2023-09-14,25.19620132446289,25.29291030550579,24.62339095642127,24.62339095642127,46502100
2023-09-15,25.211078643798828,25.28547125558299,25.00278500637913,25.196200121441997,54801500
2023-09-18,25.389619827270508,25.821085654256464,25.181323337681402,25.292910844168,52363400
2023-09-19,25.449132919311523,25.75413557622256,25.3449860858963,25.449132919311523,43247200
2023-09-20,25.50864601135254,25.746696717712116,25.30034951494671,25.404499182043757,39102300
2023-09-21,25.11437225341797,25.508646042002727,25.017666104822624,25.292911702296312,60109400
2023-09-22,25.315227508544922,25.43425285923151,25.15156942496849,25.30778966565935,31020500
2023-09-25,25.47888946533203,25.538403561987987,25.24083875428484,25.25571727844883,26767200
2023-09-26,24.891199111938477,25.35986266412809,24.891199111938477,25.292910728101003,60687500
2023-09-27,25.679746627807617,25.679746627807617,25.129252556104735,25.18876665587303,53708700
2023-09-28,25.627670288085938,25.694622223799133,25.449130846921364,25.627670288085938,30765000
2023-09-29,25.769014358520508,25.806209251142626,25.478890223164196,25.664867524063204,40227600
2023-10-02,25.382177352905273,25.865719396457326,25.240835647427396,25.702058488586545,34403400
2023-10-03,25.27059555053711,25.464010687163004,25.017666317848914,25.27059555053711,37947300
2023-10-04,24.266313552856445,25.077174568842103,24.095214803878108,24.995344115463777,88895900
2023-10-05,24.34814453125,24.50436476136556,24.020825548466725,24.184483620964354,35342000
2023-10-06,24.92839813232422,25.159011025252948,24.050587813530747,24.25144081710805,48132800
2023-10-09,25.9996280670166,26.096337061166185,25.367303521009024,25.404501252612437,77528400
2023-10-10,26.19304084777832,26.2897498331784,25.843405472204278,25.96243082431659,48326500
2023-10-11,26.126089096069336,26.222798082158718,25.657428365042556,26.140967619912953,41578500
2023-10-13,26.989025115966797,27.048539214652223,26.61707051254812,26.624511193778005,66943700
2023-10-16,27.286582946777344,27.375851234158908,26.75096754691257,27.078289330291128,49626600
2023-10-17,28.023054122924805,28.023054122924805,27.24939082425568,27.301464233652986,68814800
2023-10-18,28.655380249023438,28.72233218475106,28.201595222179353,28.261109315176416,85931700
2023-10-19,28.5214786529541,28.6181876428955,28.20903531536972,28.536357177390347,56016600
2023-10-20,28.156957626342773,28.908307388531036,27.814760129597595,28.781841368906463,66242400
2023-10-23,26.297183990478516,27.37585268907175,26.2302320619372,27.21963246840463,104499100
2023-10-24,26.69146156311035,26.922071587456646,26.163283900659504,26.520362796154366,78634900
2023-10-25,26.83280372619629,26.989023971940963,26.594753017122038,26.840244407110777,32846500
2023-10-26,26.557554244995117,26.728652989777395,26.148404825925503,26.66913890231162,47858600
2023-10-27,26.3641414642334,27.122929201369423,26.16328563636312,26.936951898280842,45843100
2023-10-30,26.096332550048828,26.572433919271354,25.93267164020808,26.468287099477426,31346900
2023-10-31,25.843406677246094,26.17072570137033,25.657429378536975,26.044259662598176,36965200
2023-11-01,26.126089096069336,26.43853242120878,25.962431009366064,26.051699314639507,46335300
2023-11-03,26.43853187561035,26.698898943029945,26.07401514343472,26.62450916313526,30959700
2023-11-06,26.416210174560547,26.877435847234942,26.416210174560547,26.58731176016462,33583600
2023-11-07,25.977304458618164,26.349259009316278,25.78388934088187,26.088891958942803,48919900
2023-11-08,25.419374465942383,25.888038028204992,25.22595933425603,25.739255629637217,59742900
2023-11-09,25.947547912597656,26.14840369240583,25.56071487420278,25.66486168496529,56231100
2023-11-10,25.82852554321289,26.08145475741396,25.67230247136217,25.783889974428675,40004800
2023-11-13,26.550119400024414,26.5947549754332,25.791331644806107,25.79877232626849,44120000
2023-11-14,26.914636611938477,26.959272188077872,26.401340256383936,26.55011983460481,50888600
2023-11-16,26.445968627929688,27.145245016371675,26.408773739516157,26.76584977630462,72361200
2023-11-17,27.308902740478516,27.4651229724719,26.646824086783457,26.654264767042978,87666300
2023-11-20,27.331222534179688,27.688298574076942,26.98158433691466,27.353538899864482,67796900
2023-11-21,27.048538208007812,27.182442087278215,26.713778509831815,27.182442087278215,49597800
2023-11-22,27.180919647216797,27.180919647216797,26.477431796283014,26.979924382237424,58578300
2023-11-23,27.18865203857422,27.250498557204843,26.910351551749375,27.15773172826323,24068100
2023-11-24,27.265960693359375,27.691145195328087,26.833043901916035,27.04177148266527,53456200
2023-11-27,27.111347198486328,27.366459667711137,26.863967018694954,27.057232968469737,36996000
2023-11-28,27.521068572998047,27.536530202020458,27.17319224150843,27.188650921526644,36875900
2023-11-29,27.235036849975586,27.853487289498734,27.010847644084595,27.752991120516686,37528600
2023-11-30,27.76072120666504,27.768450547177356,27.24276987121252,27.412841903522995,58808800
2023-12-01,27.575183868408203,27.830296333655447,27.466955410062454,27.613839416963952,36388100
2023-12-04,26.98765754699707,27.482417914617052,26.941272656656043,27.39738042349404,35601900
2023-12-05,26.863964080810547,27.188649425402005,26.80984985671197,26.99538349676308,43234200
2023-12-06,25.89763641357422,26.902618729374755,25.89763641357422,26.70935278598987,64179200
2023-12-07,25.835792541503906,26.423322720993735,25.542030400763558,26.01359982274749,64723900
2023-12-08,26.66297149658203,26.701624096399925,25.88217541484067,26.05997973320644,53290700
2023-12-11,26.562469482421875,26.817578972615333,26.46970266317007,26.639774673631038,30613300
2023-12-12,26.346017837524414,26.7480084507173,26.12955795079986,26.709355847410823,30371500
2023-12-13,26.724815368652344,26.76346796890726,26.392397698252207,26.446511928409965,38992900
2023-12-14,27.30461883544922,27.629307232181386,26.93354848847315,27.05723860413184,57950000
2023-12-15,27.366458892822266,27.667953294093333,27.057232202336706,27.27368911627403,56570100
2023-12-18,27.70660400390625,28.062212609413553,27.505608733099017,27.637028150741422,44474300
2023-12-19,28.023561477661133,28.023561477661136,27.68341448274622,27.79937227807883,32183000
2023-12-20,28.124065399169922,28.402368873936506,28.05448953047828,28.11633310875711,38947900
2023-12-21,28.131792068481445,28.355981285082674,27.88441188085404,28.34824899540431,30511900
2023-12-22,28.402362823486328,28.448744760063697,28.11632711924006,28.216826230164536,31234700
2023-12-26,28.85847282409668,28.889393134590403,28.47194092738392,28.495131897505296,23466800
2023-12-27,28.881662368774414,28.935776595723066,28.703858058942533,28.850739110802557,19588500
2023-12-28,28.788896560668945,28.88166338885679,28.63428321435301,28.781164271400787,21421900
2024-01-02,29.206348419189453,29.291385906115252,28.91258630854211,28.943506618238914,24043800
2024-01-03,30.118566513061523,30.242256609560574,29.121313451222896,29.221812576192285,52300200
2024-01-04,29.86345100402832,30.420054852404363,29.770681238462373,30.24225055857552,45344900
2024-01-05,29.933027267456055,30.257712604413115,29.693376459937298,30.048985052510446,35783700
2024-01-08,29.708839416503906,29.708839416503903,29.074927393041495,29.670186819756996,35158100
2024-01-09,29.4537296295166,29.956222279615115,29.39961539938345,29.894375760031878,27279000
2024-01-10,29.183155059814453,29.58514854299569,28.99761847180618,29.45372617878066,27382000
2024-01-11,29.430538177490234,29.49238469606124,29.144505401610132,29.360962318600013,26564400
2024-01-12,29.507843017578125,29.940759795293445,29.507843017578125,29.76295548007223,24479500
2024-01-15,29.824800491333008,29.855720799675982,29.268193655101555,29.3686927669776,13818300
2024-01-16,29.4537296295166,29.987145539406736,29.438270948625156,29.84799381934882,31277700
